,Autor(es),Título,GT,Evento,Ano,Link do Arquivo
1059,,SIGNIFICADOS DA VIAGEM À EUROPA NA TRAJETÓRIA DE FRANCISCO LINS (1911-1917),GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_28.
1060,,SILÊNCIOS E VOZES DAS MULHERES NA PEDAGOGIA DA ALTERNÂNCIA: PROBLEMATIZAÇÕES A PARTIR DO,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_26.
1061,,SINAES NO CONTEXTO DE UM ESTADO AVALIADOR: ALGUMAS REFLEXÕES,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_28.
1062,,"Skholē, uma palavra esquecida na escola contemporânea?",GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_26.
1063,,SOB A TECNOCRACIA DE BACON: ALGUMAS CONSIDERAÇÕES DAS RELAÇÕES ENTRE CIÊNCIA E TECNOLOGIA (ESPECIALMENTE NA PESQUISA EDUCACIONAL),GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_26.
1064,,SOCIOPOETIZANDO COM PROFESSOES DO ENSINO MÉDIO PARA “CURIOSEARES” POSSÍVEIS COM AS JUVENTUDES,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_26.
1065,,SOFRIMENTO ÉTICO-POLÍTICO E RECONHECIMENTO SOCIAL: PERCEPÇÕES SOBRE O DIREITO À EDUCAÇÃO,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_25.
1066,,Subjetividades dilaceradas: a automutilação como testemunho corporal da angústia do adolescer no espaço escolar,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_24.
1067,,"SUJEITOS E A EXPERIÊNCIA/SENTIDO A PARTIR DO NEGRa (NÚCLEO DE GÊNERO E RAÇA), NO ENSINO MÉDIO EM PERNAMBUCO","GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_24.
1068,,Surdez e Escola: Balanço Tendencial da Produção Especializada sobre Ensino de Matemática (1974 a 2020),GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_24.
1069,,SURDOCEGUEIRA NO ESPAÇO ESCOLAR: potências da différance,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_24.
1070,,“SUSTO TEM QUATRO LETRAS”: ESCRITA INVENTADA E TIPOS DE MEDIAÇÃO NA ALFABETIZAÇÃO DE CRIANÇAS DE 6 ANOS,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_24.
1071,,TAMBÉM ENSINA QUEM APRENDE: AS RELAÇÕES DE APRENDIZAGENS SIGNIFICATIVAS ENTRE EDUCADORES E IDOSOS NAS AULAS DE TEATRO E VOZ E VIOLÃO,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_24.
1072,,Tempo de aprender: o reducionismo da alfabetização,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_24.
1073,,TENDÊNCIAS DO DESENVOLVIMENTO DOS CURSOS SUPERIORES DE TECNOLOGIA NO BRASIL,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_25.
1074,,TENSÕES ENTRE RELIGIÕES E ESPIRITUALIDADE NA EDUCAÇÃO ESCOLAR INDÍGENA DO POVO PIPIPÃ,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_24.
1075,,TENSÕES SOBRE O ENSINO DE GRAMÁTICA/ANÁLISE LINGUÍSTICA ENFRENTADAS POR PROFESSORES DE LÍNGUA PORTUGUESA DOS ANOS FINAIS DO ENSINO FUNDAMENTAL,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_24.
1076,,TESE I DE WALTER BENJAMIN E A LEITURA DE PAULO FREIRE NA PERSPECTIVA ANTIFETICHISTA,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_24.
1077,,"""Tio, isso vale ponto?!"" Reflexões sobre histórias de táticas docentes e discentes sob o império da performatividade",GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36_23.
1078,,"TOMEI POSSE COMO DOCENTE DE ARTES PLÁSTICAS NA REDE PÚBLICA MUNICIPAL CARIOCA, E AGORA?",GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37_23.
1079,,TRABALHADORES-ESTUDANTES: UM DESAFIO NÃO EXPLICITAMENTE ENFRENTADO POR INSTITUIÇÕES DE ENSINO SUPERIOR,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38_17.
1080,,"Trabalho, Ambiente e Educação: onde está localizado o vanguardismo dessa relação?",GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39_23.
1081,,Trabalho Colaborativo e as Práticas Investigativas em Educação Matemática na formação inicial de professores indígenas,GT19 - Educação Matemática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_40_23.
1082,,TRABALHO COLABORATIVO: UM OUTRO CON-VIVER NA ESCOLA INCLUSIVA,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_41_23.
1083,,TRABALHO DOCENTE E EDUCAÇÃO EM DIREITOS HUMANOS NA EDUCAÇÃO INFANTIL: ABORDAGENS NA LITERATURA ESPECIALIZADA,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_42_23.
1084,,TRABALHO DOCENTE NO ENSINO MÉDIO AMAZÔNICO EM CONTEXTO DE COVID-19: análise sobre antes e durante a pandemia na Escola José do Patrocínio (AP),GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_43_23.
1085,,"TRABALHO DOCENTE, ULTRA NEOLIBERALISMO FINANCEIRIZADO E DIGITAL: APROXIMAÇÕES CONCEITUAIS",GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_44_23.
1086,,TRABALHO E EDUCAÇÃO: A FORMAÇÃO INTEGRAL DE TRABALHADORES E A CONSTITUIÇÃO DO SER SOCIAL INFANTIL,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_45_23.
1087,,TRABALHO E EDUCAÇÃO DO/A JOVEM ESTUDANTE DA AGRICULTURA FAMILIAR NO MUNICÍPIO DE PONTA GROSSA,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_46_23.
1088,,TRABALHO E EDUCAÇÃO: IMPACTOS DA FORMAÇÃO PROFISSIONAL PARA OS TRABALHADORES RURAIS ASSALARIADOS,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_47_23.
1089,,TRABALHO PEDAGÓGICO NO PROFEPT: EDUCAÇÃO E TRABALHO COMO DESAFIOS,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_48_23.
1090,,TRAJETÓRIAS DE FORMAÇÃO DOCENTE DE EDUCADORES DO MST,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_49_23.
1091,,PRÁTICAS PEDAGÓGICAS TRANSFORMADORAS ESCOLARES NA EDUCAÇÃO DE JOVENS E ADULTOS: contribuições de revistas da América Latina e Caribe,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_25.
1092,,Pré-requisitos e pontos de prova em concursos para professor formador de licenciados em música: indício da desvalorização dos saberes experienciais,GT24 - Educação e Arte,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_26.
1093,,PRESSUPOSTOS DE UMA FORMAÇÃO CONTINUADA DE PROFESSORES E SUAS CONTRIBUIÇÕES PARA O ENTENDIMENTO DA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_25.
1094,,PRIVATIZAÇÃO DE POLÍTICAS: IMPLICAÇÕES PARA A EJA NO ES.,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_25.
1095,,Processo educativo e conflitos socioambientais nas pesquisas em Educação Ambiental: explorando possíveis tendências e lacunas.,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_25.
1096,,PROCESSOS FORMATIVOS DE CONSCIÊNCIA DA CLASSE TRABALHADORA: EXPERIÊNCIAS DE TERRITÓRIOS QUILOMBOLAS NA AMAZÔNIA PARAENSE,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_25.
1097,,PROFESSORAS NEGRAS UNIVERSITÁRIAS:MILITÂNCIA E IDENTIDADE,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_25.
1098,,Professor pode inventar qualquer história?: hospitalidade e currículo em história,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_25.
1099,,PROGRAMA CRIANÇA FELIZ: QUAL A CONCEPÇÃO DE FAMÍLIA E ESTADO?,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_25.
1100,,PROGRAMA INOVA SÃO PAULO E O COMPONENTE CURRICULAR PROJETO DE VIDA: UM ESTUDO SOBRE A IMPLANTAÇÃO DE POLÍTICAS CURRICULARES,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_25.
1101,,PROGRAMA NACIONAL DAS ESCOLAS CÍVICO-MILITARES (PECIM): UMA ANÁLISE A PARTIR DA CONCEPÇÃO FREIREANA DE GESTÃO DEMOCRÁTICA DA EDUCAÇÃO,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_25.
1102,,PROGRAMA “NOVOS CAMINHOS” COMO UM DESDOBRAMENTO DA REFORMA DO ENSINO MÉDIO: O QUE HÁ DE NOVO?,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_25.
1103,,Programa Universidade para Todos: mudanças no perfil dos beneficiários e a expansão da modalidade EAD (2005-2020),GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_12_27.
1104,,PRONERA: A EXPANSÃO DA EDUCAÇÃO SUPERIOR DO/NO CAMPO E A RESISTÊNCIA FRENTE AO DESMONTE DE POLÍTICAS PÚBLICAS,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_13_16.
1105,,Proposições cosmopolíticas para a educação ambiental: contribuições de Nêgo Bispo contra a cosmofobia,GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_14_25.
1106,,PROUNI E FIES: FERRAMENTAS ESTATAIS PARA MASSIFICAÇÃO DO ACESSO E FINANCEIRIZAÇÃO DO ENSINO SUPERIOR A PARTIR DOS ANOS 2000,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_15_20.
1107,,PROVAS PADRONIZADAS BIMESTRAIS NO MUNICÍPIO DO RIO DE JANEIRO: RELATOS DOCENTES DEZ ANOS DEPOIS DE SUA IMPLEMENTAÇÃO,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_16_25.
1108,,Psicologia e Cinema: práticas para uma formação inventiva,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_17_25.
1109,,Qualidade da educação: Demandas e antagonismos articulados pelo significante em artigos de opinião,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_18_25.
1110,,“Qual o valor da entrega?”: experiências juvenis de bike-entregadores na cidade de São Paulo,"GT03 - Movimentos sociais, sujeitos e processos educativos",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_19_25.
1111,,QUANDO O ENSINO HÍBRIDO SE ENCONTRA COM A PANDEMIA,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_20_25.
1112,,"QUE NÃO É, O QUE NÃO PODE SER QUE, NÃO É O QUE NÃO PODE SER QUE NÃO É, O QUE NÃO PODE SER QUE NÃO, É O QUE NÃO PODE SER QUE NÃO",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_21_25.
1113,,"RACIONALIDADE AMBIENTAL NA EDUCAÇÃO PROFISSIONAL DE INSTITUTOS FEDERAIS DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA: PRINCÍPIOS ONTOLÓGICOS DE EDUCAÇÃO AMBIENTAL",GT22 - Educação Ambiental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_22_25.
1114,,Rankings acadêmicos como mecanismos de responsabilização pública: evidências das universidades estaduais paulistas,GT11 - Política da Educação Superior,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_23_28.
1115,,(RE)CONSTRUINDO CAMINHOS DE FORMAÇÃO DOCENTE NO ESTÁGIO CURRICULAR,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_24_24.
1116,,Recontextualização e reformas nas políticas de currículo: contribuições do Observatório do Ensino Médio em Santa Catarina no debate crítico,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_25_23.
1117,,RECONTEXTUALIZAÇÃO NOS TEXTOS/DOCUMENTOS CURRICULARES LOCAIS PARA A EDUCAÇÃO INFANTIL (2017 e 2020),GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_26_23.
1118,,"RECONTEXTUALIZAÇÃO POR HIBRIDISMO EM ARTEFATO DE POLÍTICA: ANÁLISE DE CURSO DE PEDAGOGIA EM MANAUS, AMAZONAS",GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_27_23.
1119,,REDE DE PSICÓLOGAS(OS) ESCOLARES E EDUCACIONAIS NO CENTRO-OESTE: ESTUDO SOBRE FORMAÇÃO E EXERCÍCIO PROFISSIONAL.,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_28_23.
1120,,REDEFINIÇÕES NO MODO DE GESTÃO DAS ESCOLAS DO SISTEMA MUNICIPAL DE PORTO ALEGRE: IMPLICAÇÕES DA LEI 12.659/2020,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_29_23.
1121,,REDES COM GÊNEROS E SEXUALIDADES CARTOGRAFADAS NOS LIVROS DIDÁTICOS DE BIOLOGIA: TECITURAS DE UMA EDUCAÇÃO EM BIOLOGIA MENOR,"GT23 - Gênero, Sexualidade e Educação",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_30_23.
1122,,REFLEXÕES AUTOBIOGRÁFICAS PERFORMATIVAS SOBRE O ATO DE ENLUTAR,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_31_23.
1123,,REFLEXÕES ENTRE AS NOVAS SÍNTESES TEÓRIAS E O DIÁLOGO INTERCIENTÍFICO NA FORMAÇÃO UNIVIVERSITÁRIA DOS POVOS INDÍGENAS,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_32_23.
1124,,REFLEXÕES ÉTICAS SOBRE A PRODUÇÃO DE ACESSIBILIDADE NA PESQUISA COM PESSOAS COM DEFICIÊNCIA INTELECTUAL,GT15 - Educação Especial,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_33_23.
1125,,"Reflexões sobre a Avaliação nas Aulas de Matemática, nos Anos Iniciais do Ensino Fundamental de uma Escola Municipal do Rio de Janeiro",GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_34_23.
1126,,REFLEXÕES SOBRE PRÁTICAS DOCENTES DESENVOLVIDAS NO INTERIOR DE UMA PRISÃO FEMININA,GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_35_23.
1127,,REFORMA E BNCC DO ENSINO MÉDIO: CONSIDERAÇÕES DE DOCENTES DE SOCIOLOGIA DE ESCOLAS ESTADUAIS DE POUSO ALEGRE/MG,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_36_22.
1128,,Regulação educacional por resultados: estratégias do Banco Mundial para a educação básica,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_37_22.
1129,,RELAÇÃO DA EJA COM A EXPANSÃO DA EDUCAÇÃO SUPERIOR: Os Professores do amanhã!,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_38_22.
1130,,RELAÇÃO ENTRE O PROGRAMA RESIDÊNCIA PEDAGÓGICA E O ESTÁGIO SUPERVISIONADO OBRIGATÓRIO NA FORMAÇÃO INICIAL DE PROFESSORES DE BIOLOGIA,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_39_22.
1131,,RELAÇÕES DE FUTUROS PEDAGOGOS COM A ESCRITA ACADÊMICA NA UNIVERSIDADE,"GT10 - Alfabetização, Leitura e Escrita",40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_40_22.
1132,,RELAÇÕES DE IDENTIDADES E PERTENCIMENTOS NA/COM A CIDADE: EXPERIÊNCIAS URBANAS E POLÍTICAS NA PESQUISA COM CRIANÇAS,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_41_22.
1133,,RELAÇÕES ÉTNICO-RACIAIS NA ESCOLA DO QUILOMBO DE TRIGUEIROS-PE: UMA ABORDAGEM TEÓRICA E SENSÍVEL SOBRE O RACISMO,GT21 - Educação e Relações Étnico-Raciais,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_42_22.
1134,,RELAÇÕES INTERGOVERNAMENTAIS E PLANEJAMENTO EDUCACIONAL,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_43_22.
1135,,RELAÇÕES LITERÁRIAS EM PRAÇA PÚBLICA: (DES)CAMINHOS DE UMA PESQUISA,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_44_22.
1136,,"Relações Seres Humanos-Natureza: trabalho, cultura e produção de saberes",GT09 - Trabalho e Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_45_22.
1137,,(Re)leituras da produção do fracasso escolar: uma análise interseccional,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_46_22.
1138,,REMUNERAÇÃO DOCENTE EM CONTEXTO DE AUSTERIDADE FISCAL,GT05 - Estado e Política Educacional,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_47_22.
1139,,Representações sobre o magistério primário nas Conferências Internacionais de Instrução Pública do Bureau Internacional de Educação e UNESCO,GT02 – História da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_48_24.
1140,,Resolução de problemas da física escolar como atividade complexa do pensamento na adolescência,GT20 - Psicologia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_49_22.
1141,,Paulo Freire como autor de referência para o campo da formação de professores,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_0_24.
1142,,PAULO FREIRE E A INTERNACIONALIZAÇÃO: PRESENÇA NA EDUCAÇÃO INDIANA,GT06 - Educação Popular,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_1_25.
1143,,Paulo Freire em educação e tecnologia: estudos da literatura da área,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_2_24.
1144,,PAULO FREIRE E PRÁTICAS PEDAGÓGICAS: NARRATIVAS DOCENTES NA PANDEMIA,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_3_24.
1145,,PAULO FREIRE E SUJEITOS JOVENS E ADULTOS: CONSCIENTIZAÇÃO E RECONHECIMENTO DA CONDIÇÃO DE OPRIMIDO,GT18 - Educação de Pessoas Jovens e Adultas,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_4_24.
1146,,PEDAGOGIA DA HIPERMOBILIDADE E O CONTEXTO DE CONECTIVIDADE NO BRASIL E NOS ESTADOS UNIDOS,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_5_24.
1147,,PEDAGOGIA FREIRIANA EM DIÁLOGO COM AS METODOLOGIAS ATIVAS: DOCÊNCIA EM TEMPOS DE PANDEMIA NO ENSINO COM/COMO PESQUISA,GT13 - Educação Fundamental,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_6_24.
1148,,Pedagogias ciberfascistas: uma análise sobre o trabalho das milícias digitais,GT16 - Educação e Comunicação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_7_24.
1149,,PEDAGOGIA UNIVERSITÁRIA: CAMPO EPISTEMOLÓGICO EM CONSTRUÇÃO,GT04 - Didática,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_8_24.
1150,,PENSAMENTOS EM GINGA: O ENSINO DE FILOSOFIA EM DIÁLOGO COM A CAPOEIRA ANGOLA,GT17 - Filosofia da Educação,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_9_24.
1151,,Percepção de Residentes do Programa Residência Pedagógica sobre a substituição do Estágio pelos Períodos de Residência,GT08 - Formação de Professores,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_10_24.
1152,,PERCEPÇÕES DOS PROFESSORES DA EDUCAÇÃO BÁSICA SOBRE A PROPOSTA DA BNCC:,GT12 - Currículo,40,2017-2021,http://anais.anped.org.br/sites/default/files/arquivos_11_24.
